league,club,club_tm_id,player,player_tm_id,dob,position,shirt_number,joined,contract_until,change_notes,profile_url,source_status,database_action,source,source_sha256,snapshot_date
GER2,SpVgg Greuther Fürth,65,Christian Ortag,196826,1995-01-14,Torwart,39,2026-07-01,2029-06-30,"[""Neuzugang von: SSV Ulm 1846; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/christian-ortag/profil/spieler/196826,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Hendry Blank,804831,2004-08-21,Innenverteidiger,34,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/hendry-blank/profil/spieler/804831,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Jannis Heuer,369888,1999-07-29,Innenverteidiger,22,2026-07-01,2029-06-30,"[""Neuzugang von: 1.FC Kaiserslautern; Datum: 01.07.2026; Ablöse: 150 Tsd. €""]",https://www.transfermarkt.de/jannis-heuer/profil/spieler/369888,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Krisztián Keresztes,626472,2000-01-04,Innenverteidiger,29,2026-07-25,2027-06-30,[],https://www.transfermarkt.de/krisztian-keresztes/profil/spieler/626472,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Elias Benkara,931668,2007-04-29,Innenverteidiger,4,2026-08-28,2027-06-30,[],https://www.transfermarkt.de/elias-benkara/profil/spieler/931668,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Maxim Dal,934317,2006-01-26,Innenverteidiger,5,2026-07-13,2029-06-30,"[""Neuzugang von: 1.FSV Mainz 05; Datum: 13.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/maxim-dal/profil/spieler/934317,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Luca Itter,296378,1999-01-05,Linker Verteidiger,27,2022-07-01,2027-06-30,[],https://www.transfermarkt.de/luca-itter/profil/spieler/296378,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Loris Giandomenico,911223,2005-09-28,Linker Verteidiger,20,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/loris-giandomenico/profil/spieler/911223,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Lukas Reich,957669,2006-10-24,Rechter Verteidiger,2,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/lukas-reich/profil/spieler/957669,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Jannik Dehm,211671,1996-05-02,Rechter Verteidiger,23,2025-07-01,2027-06-30,[],https://www.transfermarkt.de/jannik-dehm/profil/spieler/211671,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Sacha Bansé,409485,2001-03-16,Defensives Mittelfeld,6,2024-08-24,2027-06-30,[],https://www.transfermarkt.de/sacha-banse/profil/spieler/409485,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Paul Will,356640,1999-03-01,Defensives Mittelfeld,13,2026-07-03,2029-06-30,"[""Neuzugang von: SV Darmstadt 98; Datum: 03.07.2026; Ablöse: 400 Tsd. €""]",https://www.transfermarkt.de/paul-will/profil/spieler/356640,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Doni Arifi,563841,2002-04-11,Defensives Mittelfeld,28,2026-01-03,2027-06-30,[],https://www.transfermarkt.de/doni-arifi/profil/spieler/563841,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Philipp Müller,729097,2004-01-18,Defensives Mittelfeld,36,2023-07-01,2027-06-30,"[""Rückkehr nach Leihe von: SSV Jahn Regensburg; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/philipp-muller/profil/spieler/729097,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Faton Ademi,1168861,2006-05-19,Zentrales Mittelfeld,37,2026-09-01,2029-06-30,"[""Neuzugang von: Alemannia Aachen; Datum: 01.09.2026; Ablöse: 800 Tsd. €""]",https://www.transfermarkt.de/faton-ademi/profil/spieler/1168861,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Mehmet Avlayici,1138765,2006-06-16,Zentrales Mittelfeld,44,2026-07-01,2027-06-30,"[""Interner Wechsel: SpVgg Greuther Fürth II; Datum: 01.07.2026""]",https://www.transfermarkt.de/mehmet-avlayici/profil/spieler/1138765,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Mika Wallentowitz,1148239,2007-12-28,Rechtes Mittelfeld,21,2026-07-24,2027-06-30,[],https://www.transfermarkt.de/mika-wallentowitz/profil/spieler/1148239,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Felix Klaus,89591,1992-09-13,Rechtes Mittelfeld,30,2025-01-13,2027-06-30,[],https://www.transfermarkt.de/felix-klaus/profil/spieler/89591,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Aaron Keller,727538,2004-05-15,Linkes Mittelfeld,11,2025-07-01,2029-06-30,[],https://www.transfermarkt.de/aaron-keller/profil/spieler/727538,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Shinta Appelkamp,452121,2000-11-01,Offensives Mittelfeld,8,2026-07-01,2028-06-30,"[""Neuzugang von: Fortuna Düsseldorf; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/shinta-appelkamp/profil/spieler/452121,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Ole Pohlmann,405690,2001-04-05,Offensives Mittelfeld,10,2026-07-10,2029-06-30,"[""Neuzugang von: Rio Ave FC; Datum: 10.07.2026; Ablöse: 700 Tsd. €""]",https://www.transfermarkt.de/ole-pohlmann/profil/spieler/405690,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Omar Megeed,910582,2005-08-19,Offensives Mittelfeld,18,2026-08-05,2028-06-30,"[""Neuzugang von: Hamburger SV II; Datum: 05.08.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/omar-megeed/profil/spieler/910582,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Jordan,355369,1996-04-26,Mittelstürmer,9,2026-08-30,2028-06-30,"[""Neuzugang von: Stade Reims; Datum: 30.08.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/jordan/profil/spieler/355369,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Dennis Srbeny,159239,1994-05-05,Mittelstürmer,7,2023-07-01,2027-06-30,[],https://www.transfermarkt.de/dennis-srbeny/profil/spieler/159239,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Omar Sillah,930377,2003-07-25,Mittelstürmer,42,2025-07-01,2027-06-30,"[""Rückkehr nach Leihe von: Alemannia Aachen; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/omar-sillah/profil/spieler/930377,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,SpVgg Greuther Fürth,65,Benjamin Zank,687903,2004-08-14,Mittelstürmer,19,2026-07-02,2029-06-30,"[""Neuzugang von: FC Viktoria Köln; Datum: 02.07.2026; Ablöse: 150 Tsd. €""]",https://www.transfermarkt.de/benjamin-zank/profil/spieler/687903,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
GER2,VfL Osnabrück,81,Jonas Krumrey,531637,2003-11-25,Torwart,32,2026-07-01,2027-06-30,[],https://www.transfermarkt.de/jonas-krumrey/profil/spieler/531637,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Niklas Sauter,632147,2003-04-06,Torwart,1,2025-01-29,2028-06-30,[],https://www.transfermarkt.de/niklas-sauter/profil/spieler/632147,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Luca Böggemann,817013,2004-03-11,Torwart,36,2023-07-01,,"[""Rückkehr nach Leihe von: Sportfreunde Lotte; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/luca-boggemann/profil/spieler/817013,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Robin Fabinski,929857,2003-08-26,Innenverteidiger,27,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/robin-fabinski/profil/spieler/929857,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Jannik Müller,119286,1994-01-18,Innenverteidiger,24,2025-01-02,2028-06-30,[],https://www.transfermarkt.de/jannik-muller/profil/spieler/119286,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Joel Abu Hanna,267330,1998-01-22,Innenverteidiger,4,2026-07-01,,"[""Neuzugang von: Levadiakos; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/joel-abu-hanna/profil/spieler/267330,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Niklas Wiemann,334238,1999-02-23,Innenverteidiger,25,2023-01-29,2028-06-30,[],https://www.transfermarkt.de/niklas-wiemann/profil/spieler/334238,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Elias Bakatukanda,795762,2004-04-13,Innenverteidiger,38,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/elias-bakatukanda/profil/spieler/795762,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Theo Janotta,997772,2003-09-18,Innenverteidiger,20,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/theo-janotta/profil/spieler/997772,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Jonathan Gómez,674501,2003-09-01,Linker Verteidiger,42,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/jonathan-gomez/profil/spieler/674501,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Leon Flach,391929,2001-02-28,Defensives Mittelfeld,18,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/leon-flach/profil/spieler/391929,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Fridolin Wagner,238175,1997-09-23,Defensives Mittelfeld,26,2025-07-03,2028-06-30,[],https://www.transfermarkt.de/fridolin-wagner/profil/spieler/238175,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Bjarke Jacobsen,239987,1993-08-21,Defensives Mittelfeld,15,2025-07-01,2027-06-30,[],https://www.transfermarkt.de/bjarke-jacobsen/profil/spieler/239987,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Bryan Henning,202515,1995-03-16,Zentrales Mittelfeld,6,2025-01-03,2027-06-30,[],https://www.transfermarkt.de/bryan-henning/profil/spieler/202515,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Konrad Faber,406762,1997-11-04,Rechtes Mittelfeld,28,2026-07-07,2028-06-30,"[""Neuzugang von: FC St. Gallen 1879; Datum: 07.07.2026; Ablöse: ?""]",https://www.transfermarkt.de/konrad-faber/profil/spieler/406762,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Patrick Kammerbauer,227087,1997-02-11,Rechtes Mittelfeld,31,2025-07-01,2027-06-30,[],https://www.transfermarkt.de/patrick-kammerbauer/profil/spieler/227087,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Leon Opitz,825073,2005-04-11,Linkes Mittelfeld,19,2026-07-01,2027-06-30,[],https://www.transfermarkt.de/leon-opitz/profil/spieler/825073,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Tony Lesueur,683768,2000-08-19,Linkes Mittelfeld,23,2025-07-14,,[],https://www.transfermarkt.de/tony-lesueur/profil/spieler/683768,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Adrian Beck,273669,1997-06-09,Offensives Mittelfeld,21,2026-08-23,2027-06-30,[],https://www.transfermarkt.de/adrian-beck/profil/spieler/273669,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Ismail Badjie,962862,2005-10-17,Offensives Mittelfeld,10,2024-07-01,,[],https://www.transfermarkt.de/ismail-badjie/profil/spieler/962862,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Leonhard Münst,572133,2002-01-22,Offensives Mittelfeld,8,2026-07-01,,"[""Neuzugang von: FC Viktoria Köln; Datum: 01.07.2026; Ablöse: 100 Tsd. €""]",https://www.transfermarkt.de/leonhard-munst/profil/spieler/572133,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Jonathan Wensing,695943,2004-04-05,Offensives Mittelfeld,5,2026-07-01,,"[""Neuzugang von: SV Meppen; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/jonathan-wensing/profil/spieler/695943,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Daniel-Kofi Kyereh,272587,1996-03-08,Offensives Mittelfeld,7,2026-08-10,,"[""Neuzugang von: SC Freiburg; Datum: 10.08.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/daniel-kofi-kyereh/profil/spieler/272587,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Luca Raimund,907489,2005-04-09,Rechtsaußen,17,2026-07-01,,"[""Neuzugang von: Fortuna Düsseldorf; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/luca-raimund/profil/spieler/907489,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Robin Meißner,326346,1999-10-08,Mittelstürmer,11,2026-07-01,,"[""Neuzugang von: SG Dynamo Dresden; Datum: 01.07.2026; Ablöse: 200 Tsd. €""]",https://www.transfermarkt.de/robin-meissner/profil/spieler/326346,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,VfL Osnabrück,81,Bernd Riesselmann,1100613,2005-07-05,Mittelstürmer,22,2024-07-01,,[],https://www.transfermarkt.de/bernd-riesselmann/profil/spieler/1100613,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12
GER2,FC Energie Cottbus,25,Marcel Lotka,453737,2001-05-25,Torwart,1,2026-07-01,,"[""Neuzugang von: Fortuna Düsseldorf; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/marcel-lotka/profil/spieler/453737,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
GER2,FC Energie Cottbus,25,Kevin Kratzsch,457346,2002-07-09,Torwart,29,2026-07-20,,"[""Neuzugang von: Rot-Weiß Oberhausen; Datum: 20.07.2026; Ablöse: 80 Tsd. €""]",https://www.transfermarkt.de/kevin-kratzsch/profil/spieler/457346,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
GER2,FC Energie Cottbus,25,Max Böhnke,692332,2003-08-16,Torwart,30,2025-07-17,,[],https://www.transfermarkt.de/max-bohnke/profil/spieler/692332,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
GER2,FC Energie Cottbus,25,Malte Wilke,1157068,2007-06-25,Torwart,40,2026-07-01,,"[""Interner Wechsel: FC Energie Cottbus U19; Datum: 01.07.2026""]",https://www.transfermarkt.de/malte-wilke/profil/spieler/1157068,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
GER2,FC Energie Cottbus,25,King Manu,1010851,2003-11-23,Innenverteidiger,2,2026-07-01,2028-06-30,"[""Neuzugang von: Fortuna Düsseldorf; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/king-manu/profil/spieler/1010851,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
GER2,FC Energie Cottbus,25,Fousseny Doumbia,782187,2005-02-23,Innenverteidiger,23,2026-07-01,2027-06-30,[],https://www.transfermarkt.de/fousseny-doumbia/profil/spieler/782187,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,2026-09-12
