league,club,club_tm_id,player,player_tm_id,classification,fields,before,after,source,previous_source_sha256,current_source_sha256,confidence,note
CZE1,FC Zbrojovka Brünn,5225,Afolabi Soliu,1200278,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Afolabi Soliu"", ""dob"": ""2005-08-08"", ""position"": ""Linksaußen"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Zbrojovka Brünn,5225,Martin Gjorgievski,898137,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Martin Gjorgievski"", ""dob"": ""2005-02-28"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""31"", ""joined"": ""2025-09-11"", ""contract_until"": ""2029-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,a4d5c32430acfdf00de949f2fad989e0124b12ed25787c40121240d4f2e6afc9,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,1.FC Slovacko,5544,Jan Fiala,723528,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jan Fiala"", ""dob"": ""2001-05-04"", ""position"": ""Rechtes Mittelfeld"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Zlin,5545,Stanislav Petruța,891070,SOURCE_FIELDS_CHANGED,"[""joined"", ""contract_until""]","{""joined"": ""2025-01-01"", ""contract_until"": """"}","{""joined"": ""2026-09-08"", ""contract_until"": ""2027-06-30""}",https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,55f9bf9974aa48b982afcc70ae12fcfb11a3194e77fdf45af71506631f37779d,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FK Mlada Boleslav,5546,Nicolas Penner,486628,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Nicolas Penner"", ""dob"": ""2001-06-19"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""15"", ""joined"": ""2024-09-04"", ""contract_until"": ""2026-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,b526abc88d8f0d884b1276e20568bfdbb0df956ae0bb62474c4feffce6276196,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Kortrijk,601,Tristen Alliet,1226227,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Tristen Alliet"", ""dob"": ""2005-04-19"", ""position"": ""Torwart"", ""shirt_number"": ""77"", ""joined"": ""2026-07-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Interner Wechsel: KV Kortrijk Reserve; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/kv-kortrijk/kader/verein/601/saison_id/2026/plus/1,,a4999f54d8da64602d94dda7998adfe30af76e24e0c684550e581e845d6cfc0c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Kortrijk,601,Axel Drouhin,935507,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""21""}",https://www.transfermarkt.de/kv-kortrijk/kader/verein/601/saison_id/2026/plus/1,747feb70a4b86d42a76e95a3183f9470274127349c59c7c3a5e20d7bfe130a74,a4999f54d8da64602d94dda7998adfe30af76e24e0c684550e581e845d6cfc0c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Venezia FC,607,Saad El Haddad,936684,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Saad El Haddad"", ""dob"": ""2005-07-24"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""27"", ""joined"": ""2024-07-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: Pineto Calcio; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/venezia-fc/kader/verein/607/saison_id/2026/plus/1,4b1b50e033e4d06b3a9d56ee3fdf4254b02648599b88b37e81369da7a84aecd7,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Slavia Prag,62,Youssoupha Sanyang,1238634,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Youssoupha Sanyang"", ""dob"": ""2005-08-31"", ""position"": ""Linksaußen"", ""shirt_number"": ""11"", ""joined"": ""2025-07-01"", ""contract_until"": ""2030-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,f7e56e3acebcc2b84e466235dec6c7b64810f349b6a6fdb75df0e680a9f1fc3d,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Athletic Bilbao,621,Peio Canales,1056966,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2027-06-30""}","{""contract_until"": ""2029-06-30""}",https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,9a7c013419d10937c245ae7555d3db84ca55e5c3cddf6f39915eeb302c25daab,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Athletic Bilbao,621,Iñaki Williams,255508,SOURCE_FIELDS_CHANGED,"[""position""]","{""position"": ""Rechtsaußen""}","{""position"": ""Mittelstürmer""}",https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,9a7c013419d10937c245ae7555d3db84ca55e5c3cddf6f39915eeb302c25daab,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Athletic Bilbao,621,Beñat Gerenabarrena,709214,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2027-06-30""}","{""contract_until"": ""2029-06-30""}",https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,9a7c013419d10937c245ae7555d3db84ca55e5c3cddf6f39915eeb302c25daab,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Athletic Bilbao,621,Johaneko Louis-Jean,926766,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Johaneko Louis-Jean"", ""dob"": ""2004-06-28"", ""position"": ""Rechter Verteidiger"", ""shirt_number"": ""31"", ""joined"": """", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Racing Santander,630,Aarón Martín,251878,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Genua CFC; Datum: 01.09.2026; Ablöse: 2,00 Mio. €\""]""}","{""change_notes"": ""[\""Neuzugang von: Genua CFC; Datum: 01.09.2026; Ablöse: ablösefrei\""]""}",https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,25366f91cfb04f0152e600eb11b6483a68d94c44b0dea94645330153b10e597f,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Racing Santander,630,Pablo García,961087,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Real Betis Sevilla; Datum: 01.09.2026; Ablöse: 5,50 Mio. €\""]""}","{""change_notes"": ""[\""Neuzugang von: Real Betis Sevilla; Datum: 01.09.2026; Ablöse: 3,80 Mio. €\""]""}",https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,25366f91cfb04f0152e600eb11b6483a68d94c44b0dea94645330153b10e597f,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,Racing Straßburg,667,Oso,1032280,SOURCE_FIELDS_CHANGED,"[""position""]","{""position"": ""Linksaußen""}","{""position"": ""Linker Verteidiger""}",https://www.transfermarkt.de/racing-strassburg/kader/verein/667/saison_id/2026/plus/1,a95dbead09a74d1480e37f5c927e9b9fbf6a67f5e19748bdc34649017dbb41bd,fccce58645fe78054a145422d6552e5063a2af42aa0162b26c1d373f842bfa0c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Slovan Liberec,697,Afolabi Soliu,1200278,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Afolabi Soliu"", ""dob"": ""2005-08-08"", ""position"": ""Linksaußen"", ""shirt_number"": ""7"", ""joined"": ""2025-07-01"", ""contract_until"": ""2029-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,045813cd427121babba03a53206d3a0c60bd31dc6934d7035092a6a031712d2f,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Slovan Liberec,697,David Hamansenya,1401055,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""David Hamansenya"", ""dob"": ""2007-06-24"", ""position"": ""Linker Verteidiger"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": """", ""change_notes"": ""[]""}",https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Slovan Liberec,697,Matej Mikulenka,751681,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Matej Mikulenka"", ""dob"": ""2004-02-05"", ""position"": ""Rechtes Mittelfeld"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2031-06-30"", ""change_notes"": ""[\""Neuzugang von: SK Sigma Olmütz; Datum: 08.09.2026; Ablöse: 1,00 Mio. €\""]""}",https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Académico Viseu FC,7788,Tomás Silva,1041169,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Tomás Silva"", ""dob"": ""2003-10-25"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""55"", ""joined"": ""2022-07-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/academico-viseu-fc/kader/verein/7788/saison_id/2026/plus/1,f40ef27dedfb4dd56ee806b8854e00a98290d23600ac9cc15cef852a4df3864d,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Académico Viseu FC,7788,Ewerton,682047,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Barra FC (SC); Datum: 23.07.2026; Ablöse: ?\""]""}","{""change_notes"": ""[]""}",https://www.transfermarkt.de/academico-viseu-fc/kader/verein/7788/saison_id/2026/plus/1,f40ef27dedfb4dd56ee806b8854e00a98290d23600ac9cc15cef852a4df3864d,340241555ec1793a42690aa5ffe614fb73194989e73960db5786f409bd3783e4,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FK Teplice,814,Abdourahman Badamosi,1369811,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Abdourahman Badamosi"", ""dob"": ""2007-01-10"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": """", ""change_notes"": ""[\""Neuzugang von: Paide Linnameeskond; Datum: 08.09.2026; Ablöse: ?\""]""}",https://www.transfermarkt.de/fk-teplice/kader/verein/814/saison_id/2026/plus/1,,d56a4f10e63ee591f34d8043653f8dec1ff43e812697defcdc04274a50cee948,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Genclerbirligi Ankara,820,Sékou Koïta,402010,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2027-06-30""}","{""contract_until"": ""2028-06-30""}",https://www.transfermarkt.de/genclerbirligi-ankara/kader/verein/820/saison_id/2026/plus/1,2dea0d7003d1a9ab5409383c7b1fb8342b3dcccaf80406d9f530897b85217a60,9fb824ef54d8cf6c84b7b150acc7ac82c0b5fa7fc8222f7f3c24c366e83db062,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Genclerbirligi Ankara,820,Rafael Luís,637803,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Benfica Lissabon B; Datum: 04.09.2026; Ablöse: ?\""]""}","{""change_notes"": ""[\""Neuzugang von: Benfica Lissabon B; Datum: 04.09.2026; Ablöse: ablösefrei\""]""}",https://www.transfermarkt.de/genclerbirligi-ankara/kader/verein/820/saison_id/2026/plus/1,2dea0d7003d1a9ab5409383c7b1fb8342b3dcccaf80406d9f530897b85217a60,9fb824ef54d8cf6c84b7b150acc7ac82c0b5fa7fc8222f7f3c24c366e83db062,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,RC Lens,826,Mezian Mesloub,1297674,SOURCE_FIELDS_CHANGED,"[""position""]","{""position"": ""Zentrales Mittelfeld""}","{""position"": ""Offensives Mittelfeld""}",https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,111fcbf254e5a052c532126b1a094f48d65dc77d2e57495eadd58d8fdc9fddc1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Frosinone Calcio,8970,Alejandro Cichero,1086590,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Alejandro Cichero"", ""dob"": ""2006-07-11"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""29"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: Frosinone Calcio U19; Datum: 01.07.2026\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/frosinone-calcio/kader/verein/8970/saison_id/2026/plus/1,5a6fccc19ec27476a30f0b398ccb4160926069cd1757ee7e3a036a294b203c90,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KVC Westerlo,968,Pape Diong,1183575,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""26""}",https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,10d91dee9ef28813bc773ee85b0f4e0bb74a7d6f7022950dba1f8ebddbc47fdc,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KVC Westerlo,968,Karol Borys,890272,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Karol Borys"", ""dob"": ""2006-09-28"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""18"", ""joined"": ""2024-02-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: NK Maribor; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,10d91dee9ef28813bc773ee85b0f4e0bb74a7d6f7022950dba1f8ebddbc47fdc,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Moreirense FC,979,Alexandre Parsemain,811432,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: FC Lugano; Datum: 02.07.2026; Ablöse: ?\""]""}","{""change_notes"": ""[\""Neuzugang von: FC Lugano; Datum: 02.07.2026; Ablöse: 650 Tsd. €\""]""}",https://www.transfermarkt.de/moreirense-fc/kader/verein/979/saison_id/2026/plus/1,420697a19e1de62298d2eb62f1436d2a100593f5afc8902551c8418dc23163e7,9aa16aff197b371e36892b5321c0c1db769f09802a8338c111eb56304e7798bc,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
